date,description,amount,type,category
12 Apr 2025,Interest earned - Instant Access Savings,0.0,income,Savings
12 Apr 2025,To Instant Access Savings,5.0,expense,Savings
13 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
13 Apr 2025,To Instant Access Savings,5.0,expense,Savings
14 Apr 2025,To Instant Access Savings,5.0,expense,Savings
15 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
15 Apr 2025,To Instant Access Savings,5.0,expense,Savings
16 Apr 2025,Interest earned - Instant Access Savings,0.0,income,Savings
16 Apr 2025,To Instant Access Savings,5.0,expense,Savings
17 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
17 Apr 2025,To Instant Access Savings,5.0,expense,Savings
18 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
18 Apr 2025,To Instant Access Savings,5.0,expense,Savings
19 Apr 2025,Interest earned - Instant Access Savings,0.0,income,Savings
19 Apr 2025,To Instant Access Savings,5.0,expense,Savings
20 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
20 Apr 2025,To Instant Access Savings,5.0,expense,Savings
21 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
22 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
22 Apr 2025,To Instant Access Savings,5.0,expense,Savings
23 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
23 Apr 2025,To Instant Access Savings,5.0,expense,Savings
24 Apr 2025,Interest earned - Instant Access Savings,0.0,income,Savings
25 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
25 Apr 2025,To Instant Access Savings,5.0,expense,Savings
26 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
26 Apr 2025,To Instant Access Savings,5.0,expense,Savings
27 Apr 2025,To Instant Access Savings,50.0,expense,Savings
27 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
27 Apr 2025,To Instant Access Savings,5.0,expense,Savings
28 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
28 Apr 2025,To Instant Access Savings,5.0,expense,Savings
29 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
29 Apr 2025,To Instant Access Savings,5.0,expense,Savings
30 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
30 Apr 2025,To Instant Access Savings,5.0,expense,Savings
1 May 2025,Interest earned - Instant Access Savings,0.01,income,Savings
1 May 2025,To Instant Access Savings,5.0,expense,Savings
2 May 2025,Interest earned - Instant Access Savings,0.01,income,Savings
2 May 2025,To Instant Access Savings,5.0,expense,Savings
3 May 2025,Interest earned - Instant Access Savings,0.01,income,Savings
3 May 2025,To Instant Access Savings,5.0,expense,Savings
3 May 2025,To Instant Access Savings,140.0,expense,Savings
4 May 2025,Interest earned - Theo new house,0.01,income,Interest
4 May 2025,To Theo new house,5.0,expense,Transfer
5 May 2025,Interest earned - Theo new house,0.02,income,Interest
5 May 2025,To Theo new house,5.0,expense,Transfer
6 May 2025,Interest earned - Theo new house,0.02,income,Interest
6 May 2025,To Theo new house,5.0,expense,Transfer
7 May 2025,Interest earned - Theo new house,0.01,income,Interest
7 May 2025,To Theo new house,5.0,expense,Transfer
8 May 2025,Interest earned - Theo new house,0.02,income,Interest
8 May 2025,To Theo new house,5.0,expense,Transfer
9 May 2025,Interest earned - Theo new house,0.01,income,Interest
9 May 2025,To Theo new house,5.0,expense,Transfer
10 May 2025,Interest earned - Theo new house,0.02,income,Interest
10 May 2025,To Theo new house,5.0,expense,Transfer
11 May 2025,Interest earned - Theo new house,0.02,income,Interest
11 May 2025,To Theo new house,5.0,expense,Transfer
12 May 2025,Interest earned - Theo new house,0.02,income,Interest
12 May 2025,To Theo new house,5.0,expense,Transfer
13 May 2025,Interest earned - Theo new house,0.01,income,Interest
13 May 2025,To Theo new house,5.0,expense,Transfer
14 May 2025,Interest earned - Theo new house,0.02,income,Interest
14 May 2025,To Theo new house,5.0,expense,Transfer
15 May 2025,Interest earned - Theo new house,0.01,income,Interest
15 May 2025,From Theo new house,100.0,income,Transfer
16 May 2025,Interest earned - Theo new house,0.02,income,Interest
16 May 2025,From Theo new house,50.0,income,Transfer
16 May 2025,To Theo new house,5.0,expense,Transfer
16 May 2025,From Theo new house,50.0,income,Transfer
17 May 2025,Interest earned - Theo new house,0.01,income,Interest
18 May 2025,Interest earned - Theo new house,0.01,income,Interest
18 May 2025,From Theo new house,35.0,income,Transfer
19 May 2025,Interest earned - Theo new house,0.01,income,Interest
20 May 2025,Interest earned - Theo new house,0.01,income,Interest
21 May 2025,Interest earned - Theo new house,0.01,income,Interest
21 May 2025,From Theo new house,50.0,income,Transfer
21 May 2025,To Theo new house,5.0,expense,Transfer
22 May 2025,Interest earned - Theo new house,0.01,income,Interest
22 May 2025,From Theo new house,140.0,income,Transfer
22 May 2025,To Theo new house,5.0,expense,Transfer
23 May 2025,Interest earned - Theo new house,0.0,income,Interest
23 May 2025,To Theo new house,5.0,expense,Transfer
24 May 2025,To Theo new house,5.0,expense,Transfer
25 May 2025,Interest earned - Theo new house,0.01,income,Interest
25 May 2025,To Theo new house,5.0,expense,Transfer
26 May 2025,To Theo new house,5.0,expense,Transfer
27 May 2025,Interest earned - Theo new house,0.01,income,Interest
27 May 2025,To Theo new house,5.0,expense,Transfer
28 May 2025,To Theo new house,200.0,expense,Transfer
28 May 2025,Interest earned - Theo new house,0.01,income,Interest
29 May 2025,Interest earned - Theo new house,0.01,income,Interest
29 May 2025,To Theo new house,5.0,expense,Transfer
29 May 2025,From Theo new house,110.0,income,Transfer
30 May 2025,Interest earned - Theo new house,0.0,income,Interest
30 May 2025,To Theo new house,5.0,expense,Transfer
31 May 2025,Interest earned - Theo new house,0.02,income,Interest
31 May 2025,To Theo new house,5.0,expense,Transfer
1 Jun 2025,From Theo new house,235.0,income,Transfer
1 Jun 2025,To Theo new house,5.0,expense,Transfer
2 Jun 2025,To Theo new house,5.0,expense,Transfer
3 Jun 2025,To Theo new house,5.0,expense,Transfer
4 Jun 2025,To Theo new house,5.0,expense,Transfer
4 Jun 2025,To Theo new house,200.0,expense,Transfer
5 Jun 2025,Interest earned - Theo new house,0.0,income,Interest
5 Jun 2025,From Theo new house,70.0,income,Transfer
6 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
7 Jun 2025,To Theo new house,5.0,expense,Transfer
8 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
8 Jun 2025,To Theo new house,5.0,expense,Transfer
9 Jun 2025,Interest earned - Theo new house,0.0,income,Interest
9 Jun 2025,To Theo new house,60.0,expense,Transfer
9 Jun 2025,To Theo new house,20.0,expense,Transfer
9 Jun 2025,To Theo new house,5.0,expense,Transfer
9 Jun 2025,To Theo new house,25.0,expense,Transfer
10 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
10 Jun 2025,To Theo new house,50.0,expense,Transfer
10 Jun 2025,To Theo new house,5.0,expense,Transfer
11 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
12 Jun 2025,Interest earned - Theo new house,0.02,income,Interest
13 Jun 2025,Interest earned - Theo new house,0.0,income,Interest
13 Jun 2025,To Theo new house,5.0,expense,Transfer
13 Jun 2025,From Theo new house,50.0,income,Transfer
13 Jun 2025,From Theo new house,25.0,income,Transfer
14 Jun 2025,Interest earned - Theo new house,0.02,income,Interest
14 Jun 2025,From Theo new house,50.0,income,Transfer
15 Jun 2025,Interest earned - Theo new house,0.0,income,Interest
16 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
16 Jun 2025,To Theo new house,5.0,expense,Transfer
17 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
17 Jun 2025,To Theo new house,5.0,expense,Transfer
17 Jun 2025,From Theo new house,110.0,income,Transfer
18 Jun 2025,From Theo new house,35.0,income,Transfer
19 Jun 2025,Interest earned - Theo new house,0.0,income,Interest
19 Jun 2025,To Theo new house,5.0,expense,Transfer
20 Jun 2025,To Theo new house,5.0,expense,Transfer
21 Jun 2025,To Theo new house,5.0,expense,Transfer
22 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
22 Jun 2025,To Theo new house,5.0,expense,Transfer
22 Jun 2025,From Theo new house,90.0,income,Transfer
22 Jun 2025,To Theo new house,100.0,expense,Transfer
23 Jun 2025,From Theo new house,80.0,income,Transfer
24 Jun 2025,To Theo new house,5.0,expense,Transfer
25 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
25 Jun 2025,To Theo new house,5.0,expense,Transfer
25 Jun 2025,To Theo new house,40.0,expense,Transfer
27 Jun 2025,To Theo new house,5.0,expense,Transfer
28 Jun 2025,Interest earned - Theo new house,0.0,income,Interest
28 Jun 2025,To Theo new house,5.0,expense,Transfer
30 Jun 2025,Interest earned - Theo new house,0.01,income,Interest
30 Jun 2025,From Theo new house,80.0,income,Transfer
30 Jun 2025,To Theo new house,5.0,expense,Transfer
2 Jul 2025,To Theo new house,150.0,expense,Transfer
3 Jul 2025,Interest earned - Theo new house,0.01,income,Interest
3 Jul 2025,To Theo new house,5.0,expense,Transfer
4 Jul 2025,Interest earned - Theo new house,0.01,income,Interest
4 Jul 2025,To Theo new house,5.0,expense,Transfer
4 Jul 2025,To Theo new house,50.0,expense,Transfer
5 Jul 2025,Interest earned - Theo new house,0.0,income,Interest
5 Jul 2025,To Theo new house,5.0,expense,Transfer
6 Jul 2025,From Theo new house,10.0,income,Transfer
6 Jul 2025,Interest earned - Theo new house,0.02,income,Interest
6 Jul 2025,From Theo new house,100.0,income,Transfer
7 Jul 2025,To Theo new house,5.0,expense,Transfer
7 Jul 2025,From Theo new house,30.0,income,Transfer
7 Jul 2025,From Theo new house,85.0,income,Transfer
8 Jul 2025,To Theo new house,5.0,expense,Transfer
8 Jul 2025,To Theo new house,3.0,expense,Transfer
8 Jul 2025,To Theo new house,3.0,expense,Transfer
8 Jul 2025,To Theo new house,3.0,expense,Transfer
8 Jul 2025,To Theo new house,7.0,expense,Transfer
9 Jul 2025,To Theo new house,3.0,expense,Transfer
9 Jul 2025,From Theo new house,20.0,income,Transfer
9 Jul 2025,To Theo new house,0.1,expense,Transfer
9 Jul 2025,To Theo new house,5.0,expense,Transfer
9 Jul 2025,To Theo new house,10.0,expense,Transfer
11 Jul 2025,Interest earned - Theo new house,0.0,income,Interest
11 Jul 2025,From Theo new house,19.0,income,Transfer
11 Jul 2025,To Theo new house,6.5,expense,Transfer
11 Jul 2025,To Theo new house,5.0,expense,Transfer
12 Jul 2025,From Theo new house,12.0,income,Transfer
13 Jul 2025,To Theo new house,3.5,expense,Transfer
15 Jul 2025,To Theo new house,5.0,expense,Transfer
16 Jul 2025,To Theo new house,10.0,expense,Transfer
16 Jul 2025,To Theo new house,10.0,expense,Transfer
16 Jul 2025,To Theo new house,5.0,expense,Transfer
17 Jul 2025,From Theo new house,20.0,income,Transfer
17 Jul 2025,To Theo new house,1.5,expense,Transfer
18 Jul 2025,To Theo new house,10.0,expense,Transfer
18 Jul 2025,To Theo new house,5.0,expense,Transfer
18 Jul 2025,To Theo new house,10.0,expense,Transfer
19 Jul 2025,To Theo new house,7.7,expense,Transfer
19 Jul 2025,From Theo new house,40.0,income,Transfer
19 Jul 2025,To Theo new house,9.0,expense,Transfer
19 Jul 2025,To Theo new house,3.5,expense,Transfer
19 Jul 2025,To Theo new house,5.0,expense,Transfer
19 Jul 2025,To Theo new house,2.1,expense,Transfer
20 Jul 2025,From Theo new house,20.0,income,Transfer
20 Jul 2025,To Theo new house,5.0,expense,Transfer
20 Jul 2025,From Theo new house,12.0,income,Transfer
20 Jul 2025,To Theo new house,1.6,expense,Transfer
21 Jul 2025,To Theo new house,5.0,expense,Transfer
21 Jul 2025,To Theo new house,5.0,expense,Transfer
21 Jul 2025,To Theo new house,5.0,expense,Transfer
21 Jul 2025,To Theo new house,10.0,expense,Transfer
22 Jul 2025,Interest earned - Theo new house,0.01,income,Interest
22 Jul 2025,To Theo new house,4.8,expense,Transfer
22 Jul 2025,From Theo new house,20.0,income,Transfer
22 Jul 2025,From Theo new house,12.0,income,Transfer
22 Jul 2025,To Theo new house,5.0,expense,Transfer
22 Jul 2025,To Theo new house,9.9,expense,Transfer
22 Jul 2025,From Theo new house,14.0,income,Transfer
23 Jul 2025,To Theo new house,3.2,expense,Transfer
23 Jul 2025,From Theo new house,4.0,income,Transfer
23 Jul 2025,To Theo new house,5.0,expense,Transfer
23 Jul 2025,To Theo new house,8.0,expense,Transfer
23 Jul 2025,To Theo new house,10.0,expense,Transfer
24 Jul 2025,To Theo new house,5.0,expense,Transfer
24 Jul 2025,To Theo new house,100.0,expense,Transfer
25 Jul 2025,Interest earned - Theo new house,0.01,income,Interest
25 Jul 2025,To Theo new house,50.0,expense,Transfer
25 Jul 2025,To Theo new house,0.6,expense,Transfer
25 Jul 2025,To Theo new house,5.0,expense,Transfer
25 Jul 2025,From Theo new house,50.0,income,Transfer
26 Jul 2025,From Theo new house,50.0,income,Transfer
26 Jul 2025,To Theo new house,3.1,expense,Transfer
26 Jul 2025,From Theo new house,20.0,income,Transfer
27 Jul 2025,Interest earned - Theo new house,0.0,income,Interest
27 Jul 2025,To Theo new house,6.7,expense,Transfer
28 Jul 2025,To Theo new house,8.0,expense,Transfer
28 Jul 2025,To Theo new house,8.5,expense,Transfer
29 Jul 2025,Interest earned - Theo new house,0.01,income,Interest
29 Jul 2025,To Theo new house,5.3,expense,Transfer
29 Jul 2025,To Theo new house,5.0,expense,Transfer
30 Jul 2025,To Theo new house,5.0,expense,Transfer
31 Jul 2025,Interest earned - Theo new house,0.01,income,Interest
31 Jul 2025,To Theo new house,200.0,expense,Transfer
31 Jul 2025,To Theo new house,5.0,expense,Transfer
1 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
1 Aug 2025,To Theo new house,10.0,expense,Transfer
1 Aug 2025,To Theo new house,1.5,expense,Transfer
1 Aug 2025,To Theo new house,5.0,expense,Transfer
1 Aug 2025,From Theo new house,50.0,income,Transfer
1 Aug 2025,To Theo new house,4.5,expense,Transfer
2 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
2 Aug 2025,To Theo new house,10.0,expense,Transfer
2 Aug 2025,To Theo new house,5.0,expense,Transfer
2 Aug 2025,To Theo new house,150.0,expense,Transfer
3 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
3 Aug 2025,To Theo new house,5.0,expense,Transfer
4 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
4 Aug 2025,To Theo new house,5.0,expense,Transfer
4 Aug 2025,To Theo new house,50.0,expense,Transfer
5 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
5 Aug 2025,To Theo new house,5.0,expense,Transfer
5 Aug 2025,To Theo new house,7.8,expense,Transfer
5 Aug 2025,To Theo new house,6.0,expense,Transfer
6 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
6 Aug 2025,To Theo new house,5.0,expense,Transfer
7 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
7 Aug 2025,To Theo new house,5.0,expense,Transfer
7 Aug 2025,From Theo new house,250.0,income,Transfer
7 Aug 2025,To Theo new house,10.0,expense,Transfer
7 Aug 2025,To Theo new house,5.0,expense,Transfer
7 Aug 2025,From Theo new house,50.0,income,Transfer
7 Aug 2025,To Theo new house,0.3,expense,Transfer
7 Aug 2025,To Theo new house,5.3,expense,Transfer
8 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
8 Aug 2025,To Theo new house,5.0,expense,Transfer
8 Aug 2025,From Theo new house,40.0,income,Transfer
8 Aug 2025,To Theo new house,1.1,expense,Transfer
8 Aug 2025,To Theo new house,10.0,expense,Transfer
9 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
9 Aug 2025,To Theo new house,60.0,expense,Transfer
9 Aug 2025,To Theo new house,5.0,expense,Transfer
9 Aug 2025,From Theo new house,90.0,income,Transfer
9 Aug 2025,To Theo new house,5.0,expense,Transfer
9 Aug 2025,To Theo new house,1.2,expense,Transfer
9 Aug 2025,To Theo new house,1.7,expense,Transfer
10 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
10 Aug 2025,To Theo new house,5.0,expense,Transfer
10 Aug 2025,To Theo new house,30.0,expense,Transfer
11 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
11 Aug 2025,From Theo new house,49.0,income,Transfer
11 Aug 2025,To Theo new house,5.0,expense,Transfer
12 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
12 Aug 2025,To Theo new house,5.0,expense,Transfer
13 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
13 Aug 2025,To Theo new house,5.0,expense,Transfer
13 Aug 2025,To Theo new house,1.5,expense,Transfer
13 Aug 2025,To Theo new house,89.0,expense,Transfer
14 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
14 Aug 2025,To Theo new house,5.0,expense,Transfer
14 Aug 2025,To Theo new house,10.0,expense,Transfer
15 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
15 Aug 2025,To Theo new house,5.0,expense,Transfer
16 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
17 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
17 Aug 2025,From Theo new house,150.0,income,Transfer
17 Aug 2025,To Theo new house,10.0,expense,Transfer
17 Aug 2025,To Theo new house,0.9,expense,Transfer
17 Aug 2025,From Theo new house,20.0,income,Transfer
17 Aug 2025,To Theo new house,5.0,expense,Transfer
18 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
18 Aug 2025,To Theo new house,5.0,expense,Transfer
18 Aug 2025,To Theo new house,7.7,expense,Transfer
18 Aug 2025,To Theo new house,0.1,expense,Transfer
19 Aug 2025,Interest earned - Theo new house,0.0,income,Interest
19 Aug 2025,To Theo new house,5.3,expense,Transfer
19 Aug 2025,To Theo new house,5.0,expense,Transfer
19 Aug 2025,To Theo new house,100.0,expense,Transfer
20 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
20 Aug 2025,To Theo new house,10.0,expense,Transfer
20 Aug 2025,To Theo new house,10.0,expense,Transfer
20 Aug 2025,To Theo new house,5.0,expense,Transfer
20 Aug 2025,To Theo new house,4.0,expense,Transfer
20 Aug 2025,To Theo new house,5.0,expense,Transfer
21 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
21 Aug 2025,To Theo new house,5.0,expense,Transfer
21 Aug 2025,To Theo new house,6.3,expense,Transfer
21 Aug 2025,To Theo new house,1.4,expense,Transfer
22 Aug 2025,Interest earned - Theo new house,0.01,income,Interest
22 Aug 2025,To Theo new house,5.0,expense,Transfer
22 Aug 2025,To Theo new house,10.0,expense,Transfer
22 Aug 2025,To Theo new house,7.5,expense,Transfer
22 Aug 2025,To Theo new house,0.1,expense,Transfer
22 Aug 2025,To Theo new house,6.5,expense,Transfer
22 Aug 2025,To Theo new house,3.7,expense,Transfer
23 Aug 2025,Interest earned - Theo new house,0.02,income,Interest
23 Aug 2025,To Theo new house,2.5,expense,Transfer
23 Aug 2025,To Theo new house,5.0,expense,Transfer
23 Aug 2025,To Theo new house,4.0,expense,Transfer
23 Aug 2025,To Theo new house,2.0,expense,Transfer
23 Aug 2025,To Theo new house,10.0,expense,Transfer
23 Aug 2025,To Theo new house,10.0,expense,Transfer
23 Aug 2025,To Theo new house,0.5,expense,Transfer
